experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded,final
10-15 yrs, Order the required Quantity of ...,Senior Quantity Surveyor- Only From Road Projects,,""" ; Highway"" "" ; Quantity Surveyor"" ; , Quantity Surveying...","Bengaluru, Hyderabad",609,18.474999999999987
10-20 yrs,,Business Assistant,,"Marketing, Sales, Market Research, Market Analysis, Public Relations...",Pune,4566,31.17999999999998
1-6 yrs,"- Post-Graduate degree in statistics, finance, mathematics, engineering (Computer Science preferred) or ...",Associate - Asset Management - Investment Management,,".Net, C#, Quantitative Analysis, Computer Science, Investment Management...","United States (U.S), New Jersey",1969,12.225000000000001
5-8 yrs,"Required Qualifications: Experience in Machine Learning and Deep Learning, NLP R, Python, SASAny ...","Manager Data Science - Hyderabad, TS",,"Manager Data Science - Hyderabad, TS",Hyderabad,3113,12.31
7-10 yrs,Develop / maintain and deliver all internal management reporting which gives good transparency with good ...,Business Support Manager (fp&a and Reporting),,"Finance, Budgeting, Forecasting, Variance Analysis, Financial Analysis...",Chennai,1143,20.12999999999999
4-9 yrs,Should be open to travel as per business needs;Post Graduation (Master degree) in Mechanical (or related ...,Sr. Engineering Analyst ( Fea/structural Analysis),,"Ansys, FEA, Engineering Analysis, Design Verification, Calculations, Finite...",Chandigarh,3068,19.459999999999994
5-10 yrs,5 - 15 years of hands-on experience in delivering results-driven analytics solutions with proven ...,Assistant Manager - Data Analytics - Chennai,Analytics,"Data Analytics, SQL, Statistics, R, Econometrics, Data Mining...",Chennai,2471,15.965000000000002
2-4 yrs,"- In this role, you should have a keen eye for detail and excellent communication skills;- Good to have ...",Mobile Application Automation Test Engineer - Appium,,"Automation Testing, QA Automation, Selenium, Appium, Automation Framework...",Mumbai,3904,9.615
0-1 yrs,2) Will be responsible for data analytics as per business requirement;3) Will be responsible to generate ...,HR Trainee,Analytics,"Transactional Quality, Process Improvement, Data Analytics...",Pune,4774,5.68000000000001
2-5 yrs,"All recruitment decisions are based solely on qualifications,  skills,  knowledge and experience and ...","Network Engineer L (netscaler, Aruba & F)_gcm",,"BPO, Customer service, Recruitment, Consulting, Financial services, VPN...",Bengaluru,485,7.720000000000004
5-8 yrs,o    Having 5-8 years of experience working in a technical business analyst role;o    Minimum of 3 ...,"Business Systems Analysis, Analyst",,"user stories, visio, project management, business analysis...",Bengaluru,1526,12.475
12-15 yrs,,Principal Hadoop Administrator (enterprise Data and Analytics),Analytics,"Hive, Hdfs, Hadoop, Sqoop, Mapreduce, Spark, Data Analytics...",Bengaluru,2792,23.799999999999997
2-3 yrs,,Urgent Requirement for Research & Email Marketing Executive,,"client relationship, client management, sales marketing, research associate...",Pune(Kalewadi Phata),2828,4.385000000000005
2-5 yrs,Role Outline/ Job Summary:     To provide FX Risk Management Solutions to the Local Corporate ...,Markets CSS Treasury Marketing Officer,,"Risk management, Sales Head, Monitoring, ECB, Banking, Corporate, Corporate...",Mumbai,910,8.690000000000001
0-3 yrs,-Undergraduates/ Btechs with 1 year of experience are eligible;- Good communication ...,Walk-in For Voice Process AT Leading Analytics Company@noida/fixed OFF,Analytics,"Communication Skills, Voice Process, Go Getter, BPO, International BPO...",Noida,2368,7.385000000000004
6-11 yrs,Candidate should qualify checklist written below:;- 5+ years or relevant experience with at least 3 ...,Business Analyst - HR Domain - R/ SAS/ Tableau,Analytics,"HR Analytics, SQL, UAT, Cpg, Business Analysis, Tableau, Excel Powerpoint...",Bengaluru,16,13.65
1-6 yrs,The ideal candidate should have:  Hands-on experience with statistical tools and techniques Great ...,Decision Science Analyst,,data scientist,"Agra, Finland",3234,12.64
15-18 yrs,Experience in interfacing industrial machines interface protocols;Good to have skills: Experience in ...,Embedded Middleware,,"Project management, Middleware, Firmware, MATLAB, Embedded Linux, Simulink,...",Bengaluru,191,16.67
4-9 yrs,- Hands on experience on different embedded processor based development and knowledge of embedded ...,Embedded Software Development Engineer - Engine Control ECU,,"RTOS, Microcontroller, 32 Bit Microcontrollers...",Chennai,2914,15.465000000000002
1-3 yrs,,Content Writer,,Content Writer,Pune,4484,5.660000000000004
2-7 yrs,"For their Big Data/Machine Learning Analytics team, theyre looking for Premier B-School & Premier ...",Business Analyst - Machine Learning for a Leading Consulting Firm,analytics,"analytics, machine learning, big data",Gurgaon,77,8.755000000000003
3-5 yrs,"At least 2 years of functional experience in corporate finance, supply chain, manufacturing, procurement, ...",TAS Valuations Senior Analyst,,"Corporate Finance, Financial Analysis, Business Accounting, Strategy, Sales...",Gurgaon,1305,7.860000000000002
2-6 yrs,"2-3 years in e-commerce (last mile Business Finance) ,and in logistics in particular AND prior ...",Finance Manager- Loadshare Networks (ca/mba+logistics/e-commerce Exp),,"Accounting, Business Finance, Risk Assurance, Auditing, Taxation, Financial...",Bengaluru,2536,14.21
8-10 yrs,- Proficient at translating unstructured business problems into an abstract mathematical framework ...,Data Scientist - IT Services Firm,analytics,"r, big data analytics, predictive modeling, neural networks, use cases...",Mumbai,4301,13.229999999999999
3-5 yrs,,"Analyst, Software Quality Assurance and Testing",,"software quality assurance, customer quality, qa, life cycle...",Gurgaon,671,7.590000000000003
4-6 yrs,"Candidate with good knowledge on VBA/ EXCEL;Good knowledge on Data Visualisation, Data Dashboard by ...",Sr. Analyst - Data Analytics & Reporting - VBA/ Excel,Analytics,"Data Analytics, Data Analysis, Advanced Analytics, Technical Support...",Bengaluru,2718,11.950000000000001
3-5 yrs,,Senior BI Developer,Analytics,"tableau, power bi, microsoft power bi, Qlik Sense, QlikView, Domo...",Pune,3642,12.805
3-7 yrs,"- 3+ years of relevant experience in research with family offices, mutual funds or other buy side or ...",Institutional Equity Research Analyst - FMCG,,"Institutional Equity Research Analyst, Equity Research, financial models...",Mumbai,1730,12.68
2-5 yrs,"Experience in building large-scale server applications & systems, server applications using Micro ...",Backend Developer,,"Algorithms, Java, Elastic Search, Redis, Hadoop, Data Structures...",Bengaluru,251,8.390000000000002
0-1 yrs,Providing the clients required support for purchase for new sale;Minimum Qualification - Any ...,Urgent Hiring/ Walk In Drive for BDE  - Jhandewalan,,"business development, marketing, franchisee development, bde, new business,...",Delhi,294,9.4
18-25 yrs,- Should carry 15-20 years of total experience and out of which at least 8+ years in Product Management ...,Head - Product Management - Telecom/r&d - Iit/nit/bits/iim/mdi/fms,,"Product Management, Head - Product Management, Online Product Management...","Bengaluru, Mumbai, Gurgaon, Gurugram",2621,31.324999999999992
7-10 yrs,"You must have a degree in Computer Science, Computer Engineering, or a related field;Experience with ETL, ...",Vertica Technical Specialist - Centre of Excellence,,"C, Algorithms, C++, Data Structures, Multithreading, SQL, R...","Delhi, Mumbai, Bengaluru",2773,15.545000000000002
1-5 yrs,,R1rcm- Accretive Analyst/ Senior Analyst Backend/ Blended- Healthcare,,"bpo, kpo, non bpo, night shift, us process, uk shift, australian, igt...",Gurgaon,2094,12.02
0-1 yrs,,Software Sales CRM,analytics,"software sales, selling, predictive analytics, crm, Product Demonstrator...",Hyderabad(Madhapur),269,6.289999999999999
8-13 yrs,"- Applicants with good understanding of reporting, data-driven-problem-solving, management information ...",Senior Manager - Reporting/analytics & Business Insights - Staffing,analytics,"sales enablement, mis, business operations, business intelligence reporting...",Bengaluru,1893,26.910000000000004
9-11 yrs,Experience : 9 - 11 years relevant experience in an organization of repute;- Strong Credit & ...,Zonal Business Head - Lcv/hcv/ce Financing - NBFC - South,,"Driving, HCV, LCV, Commercial Vehicle, Structured Finance...",Chennai,3319,27.134999999999994
9-14 yrs,- A minimum of three years prior experience in a similar role;- A strong academic background from a top ...,Trading Head - Market Making/high Frequency Trading - Iit/nit/bits,,"High Frequency Trading, Trading Head",India,1353,26.78000000000001
3-5 yrs,Experience of working in DevOps model and Agile delivery;Experience working on projects that are live ...,Azure Developer,,"Hive, Spark, Hadoop, Talend, Devops, Data Integration, Azure",Hyderabad,874,6.395000000000002
2-5 yrs,Urgently looking to hire Content Auditors with 2-4 years of experience in the required work profile ...,Content Auditor,,"copy writing, Content Analysis, content research, Creative Writing...",Noida,2829,6.260000000000006
1-4 yrs,,"Credit Manager,",,"Financial Analysis, Credit Analysis, Finance, Credit Management...",Delhi NCR(Peeragarhi),3940,6.220000000000006
5-10 yrs,At least 5 years hands on experience in IT;Self-driven and motivated must be able to work alone as well ...,Security Operations Analyst,,"nessus, splunk, wireshark",Mumbai,3498,22.069999999999993
5-8 yrs,"Should have the ability to network amongst various customer market segments,  agents,  legal system etc ...",Collection Analyst,,"NBFC, Interpersonal skills, Legal, Collection Analyst, Banking, Networking,...",Kolkata,911,11.009999999999998
7-10 yrs,Checking monthly bills & certification of vendors/ contractors /Consultants with reconciliation of ...,Job Opening for Mep-qs for a Leading PMC in Mumbai,,"Estimation, Billing, Business Planning, Rate Analysis, Senior Management...",Mumbai,2365,17.979999999999993
1-6 yrs,Candidate must have at least 2 years of experience of working on different  digital marketing platform ...,Full time Digital Marketing Trainer( Apply by 8th November),,"digital marketing, seo, email marketing, youtube, smo...","Kanpur, Lucknow, Agra",1110,10.285
5-10 yrs,5-8+ years experience in FP&A; Finance / Business Reporting; Experience-  	5-8+ years ...,FP&A Lead,,"Finance, Accounting, Budgeting, Financial Analysis, Financial Planning...","Greater Noida, Gurgaon",779,19.194999999999986
1-6 yrs,Candidate should be localities;Qualification :Any Graduate;Qualification :Any ...,Opening for Relationship Manager-direct Marketing,,"Sales, Marketing, Benefits, Cross Selling, Salary, Hiring, Life Insurance...","Chennai, Coimbatore",3188,11.715
8-11 yrs,- Experience with systems administration and operating system configuration of Windows Server operating ...,Principal Software Engineer - IT,,"powershell, octopus, .net, continuous integration, software engineering...",Bengaluru,1174,15.035000000000002
1-6 yrs,"FRESHERS with Good communication skills , reasonably good academics (above 60\%) OR Graduated from ...",Executive / AM Sales / Sr Counselor -- Bangalore,,"student advisor, career advisor, enrollment executive, sales, counselling...",Bengaluru(Jayanagar+1),2036,15.800000000000002
9-14 yrs,Organizational and project management skills; ability to multi-task and work on several assignments ...,Senior Product Manager,,"Product Strategy, Project Management, Marketing, Sales, Business Case...",Chennai,1871,26.769999999999996
5-10 yrs,- Notice period should not be more than 30 days;- Prior experience in working in S&M project;- Good ...,PHP Analyst - Mysql/javascript,,"HTML, Javascript, CSS, JQuery, JSON, Html5, MySQL, PHP, Java...","Delhi NCR, Greater Noida",4272,16.99
4-7 yrs,Programming knowledge(Python/Java) with good understanding in OOPs Concept ;Hands on Experience in ...,SDET - Selenium Webdriver & (python/java),Analytics,"java, selenium webdriver, sdet, python, continuous integration, oops",Chennai,1727,11.635000000000002
7-12 yrs,Selling SAAS security solution in SOAR space for atleast 1 year;Selling SAAS security solution in SOAR ...,Solution Architect-security for Bangalore / Mumbai /delhi,Analytics,"Security Analytics, SIEM, Arcsight, QRadar, Splunk, Black Stratus...","Bengaluru, Delhi NCR, Mumbai",4384,16.855
